20. sajandi muusikalugu i,P2VK.02.706
erialane praktika ii,MTMS.02.042
saksa kultuuriajaloo seminar,HVLC.04.024
projektipraktika,SVUH.04.004
stohhastika füüsikutele,LOFY.04.052
kirjandusteoreetilised valikküsimused,FLGR.04.489
helidisain ii,P2VK.02.287
õppekavaarendus erivajaduste osas,HTEP.01.150
etenduskunstide visuaaltehnoloogia eriala praktika,P2VK.04.541
eetika peateemad,FLFI.02.148
kunstiajaloo ajalugu i,FLAJ.05.127
sissejuhatus ökonomeetriasse,SVMJ.04.010
välitöö praktika,HVVK.01.069
erialane praktika,LOTI.05.045
multimeedia infokorralduses,SHZU.04.007
hispaania keel algajatele,SVPC.00.003
raviainete metabolism,MVFA.00.014
lavakõne,P2VK.04.582
ansambel ii,P2VK.02.465
infotehnoloogia alused,P2VK.04.543
uurimistöö,MVSF.00.006
kolonialism ja postkolonialism,HVAJ.06.005
doktorikursus inimgeograafias ja regionaalplaneerimises,LOOM.02.217
magistriseminar mõõteteaduses,LOKT.06.036
praktika,LOOM.00.032
viha valitsemine,P2PC.03.142
praktika (majandusarvestus),MJJV.12.004
anestesioloogia ja intensiivravi,ARAI.01.047
inimeseõpetuse didaktika põhikooli ja gümnaasiumi astmes,SHHI.01.035
ansambel i,P2VK.02.464
keele- ja kultuurikohvik i,SVNC.00.068
"vene keel algtasemele ii (inglise keele baasil), tase a1 > a2",HVLC.05.013
praktika,SVPC.00.025
loovtegevus,P2VK.05.257
rahvalaulu õpetamise didaktika,P2VK.02.765
põhipill iv,P2VK.02.754
uurimistöö füsioteraapia erialal,KKSB.05.089
metaeetika,FLFI.02.122
kaasuse lahendamine,SVPC.01.006
keskkonnakaugseire ii,LTTO.00.009
erialane inglise keel eripedagoogidele (b 1 keeletase),SVHI.02.005
laul ja hääleseade iii,P2VK.02.363
